DATA_VENDA,ANO,MES,DIA,CANAL,QTD_VENDAS,QTD_CLIENTES,RECEITA_TOTAL
2026-02-09,2026.0,2.0,9.0,LOJA FÍSICA,354559.0,293976.0,28434041.419999998
2026-04-09,2026.0,4.0,9.0,LOJA FÍSICA,349290.0,293921.0,28386201.689999998
2025-08-02,2025.0,8.0,2.0,LOJA FÍSICA,335446.0,273437.0,24873676.560000002
2025-01-15,2025.0,1.0,15.0,LOJA FÍSICA,303368.0,244757.0,23132848.83
2025-06-08,2025.0,6.0,8.0,LOJA FÍSICA,274168.0,216591.0,19367743.55
2025-01-21,2025.0,1.0,21.0,TELEVENDAS,3335.0,3119.0,515411.89
2025-06-19,2025.0,6.0,19.0,LOJA FÍSICA,246860.0,196553.0,17843606.089999996
2026-02-23,2026.0,2.0,23.0,LOJA FÍSICA,322637.0,265443.0,24539384.020000003
2025-03-24,2025.0,3.0,24.0,LOJA FÍSICA,288569.0,234340.0,21616985.96
2025-03-20,2025.0,3.0,20.0,LOJA FÍSICA,303904.0,244704.0,22968870.689999998
2025-04-21,2025.0,4.0,21.0,LOJA FÍSICA,254340.0,197574.0,16837419.74
2025-08-01,2025.0,8.0,1.0,LOJA FÍSICA,343001.0,283779.0,27164834.93
2025-01-06,2025.0,1.0,6.0,TELEVENDAS,3727.0,3543.0,605702.94
2025-07-13,2025.0,7.0,13.0,LOJA FÍSICA,250001.0,196458.0,16630074.81
2025-03-12,2025.0,3.0,12.0,TELEVENDAS,4160.0,3958.0,687865.03
2025-05-11,2025.0,5.0,11.0,LOJA FÍSICA,260478.0,205242.0,17942742.58
2025-05-18,2025.0,5.0,18.0,LOJA FÍSICA,247382.0,191330.0,16400563.16
2026-02-26,2026.0,2.0,26.0,LOJA FÍSICA,321276.0,263420.0,25310197.91
2025-06-22,2025.0,6.0,22.0,APP,3400.0,3286.0,697052.33
2026-04-08,2026.0,4.0,8.0,APP,6640.0,6368.0,1032938.47
2026-03-06,2026.0,3.0,6.0,LOJA FÍSICA,400408.0,337967.0,35103317.32
2025-09-14,2025.0,9.0,14.0,LOJA FÍSICA,258275.0,206551.0,16890719.740000002
2025-09-02,2025.0,9.0,2.0,LOJA FÍSICA,315605.0,272711.0,26100570.99
2025-06-04,2025.0,6.0,4.0,LOJA FÍSICA,341282.0,283804.0,28047764.06
2025-11-20,2025.0,11.0,20.0,LOJA FÍSICA,280715.0,220015.0,19618419.21
2025-04-25,2025.0,4.0,25.0,OUTROS,3061.0,3019.0,248040.29
2025-07-25,2025.0,7.0,25.0,LOJA FÍSICA,311830.0,257313.0,23490725.72
2025-04-09,2025.0,4.0,9.0,LOJA FÍSICA,315595.0,258312.0,24390901.02
2025-07-09,2025.0,7.0,9.0,LOJA FÍSICA,316389.0,269687.0,26498871.65
2025-07-12,2025.0,7.0,12.0,LOJA FÍSICA,323702.0,263741.0,23619697.839999996
2025-11-18,2025.0,11.0,18.0,LOJA FÍSICA,323842.0,269871.0,25732500.41
2026-03-14,2026.0,3.0,14.0,LOJA FÍSICA,350590.0,288013.0,25801500.71
2026-01-04,2026.0,1.0,4.0,LOJA FÍSICA,268085.0,208181.0,18933244.53
2025-07-14,2025.0,7.0,14.0,OUTROS,3443.0,3383.0,275583.12
2025-07-23,2025.0,7.0,23.0,TELEVENDAS,4011.0,3830.0,585229.23
2025-04-17,2025.0,4.0,17.0,TELEVENDAS,4206.0,3939.0,764052.29
2025-08-08,2025.0,8.0,8.0,LOJA FÍSICA,322402.0,277136.0,26702967.1
2025-07-24,2025.0,7.0,24.0,LOJA FÍSICA,286623.0,236663.0,22109684.270000003
2025-04-17,2025.0,4.0,17.0,APP,3970.0,3744.0,483235.98
2025-06-20,2025.0,6.0,20.0,OUTROS,3202.0,3145.0,252737.05
2026-03-31,2026.0,3.0,31.0,LOJA FÍSICA,371077.0,308101.0,40779668.07
2025-07-17,2025.0,7.0,17.0,TELEVENDAS,4207.0,4057.0,624925.47
2026-01-15,2026.0,1.0,15.0,OUTROS,3912.0,3866.0,305503.94
2025-03-01,2025.0,3.0,1.0,OUTROS,3418.0,3326.0,278687.16000000003
2026-03-08,2026.0,3.0,8.0,SITE,1464.0,1420.0,216443.26000000004
2026-04-03,2026.0,4.0,3.0,OUTROS,4770.0,4693.0,361587.78
2026-01-03,2026.0,1.0,3.0,TELEVENDAS,2993.0,2878.0,441863.49
2025-12-14,2025.0,12.0,14.0,TELEVENDAS,2162.0,2048.0,227338.28
2025-09-17,2025.0,9.0,17.0,TELEVENDAS,4022.0,3856.0,611013.2499999999
2025-11-13,2025.0,11.0,13.0,APP,4719.0,4441.0,796234.52
2026-02-17,2026.0,2.0,17.0,OUTROS,4452.0,4381.0,336561.6
2026-02-26,2026.0,2.0,26.0,TELEVENDAS,3767.0,3585.0,646837.73
2025-05-06,2025.0,5.0,6.0,TELEVENDAS,4248.0,4040.0,708910.99
2026-04-14,2026.0,4.0,14.0,OUTROS,4034.0,3997.0,303955.57
2025-06-27,2025.0,6.0,27.0,OUTROS,3333.0,3288.0,269934.19
2025-06-04,2025.0,6.0,4.0,APP,4273.0,4119.0,561350.09
2025-10-03,2025.0,10.0,3.0,SITE,2247.0,2187.0,412949.09
2025-09-04,2025.0,9.0,4.0,LOJA FÍSICA,277659.0,236354.0,23197956.82
2025-03-17,2025.0,3.0,17.0,LOJA FÍSICA,306170.0,247625.0,22804929.01
2025-05-04,2025.0,5.0,4.0,LOJA FÍSICA,256695.0,198584.0,17086637.959999997
2025-04-20,2025.0,4.0,20.0,LOJA FÍSICA,237484.0,177790.0,14182313.090000002
2026-01-30,2026.0,1.0,30.0,LOJA FÍSICA,357151.0,298851.0,29513865.529999997
2026-02-21,2026.0,2.0,21.0,TELEVENDAS,3150.0,3033.0,441301.58
2025-04-13,2025.0,4.0,13.0,LOJA FÍSICA,236970.0,185295.0,15887980.72
2025-11-25,2025.0,11.0,25.0,LOJA FÍSICA,333551.0,280633.0,27123080.82
2025-01-01,2025.0,1.0,1.0,LOJA FÍSICA,216945.0,154683.0,12367725.719999999
2025-01-10,2025.0,1.0,10.0,LOJA FÍSICA,327355.0,260609.0,24556921.369999997
2026-04-10,2026.0,4.0,10.0,LOJA FÍSICA,355930.0,297554.0,28102724.32
2025-01-23,2025.0,1.0,23.0,TELEVENDAS,3597.0,3420.0,629802.1
2025-12-22,2025.0,12.0,22.0,OUTROS,3843.0,3767.0,296143.70999999996
2026-05-02,2026.0,5.0,2.0,TELEVENDAS,3493.0,3307.0,513251.66000000003
2026-01-29,2026.0,1.0,29.0,APP,4615.0,4455.0,817507.4199999999
2025-06-03,2025.0,6.0,3.0,LOJA FÍSICA,322008.0,267368.0,26382608.049999997
2025-06-13,2025.0,6.0,13.0,LOJA FÍSICA,328274.0,270929.0,25260803.410000004
2025-08-18,2025.0,8.0,18.0,OUTROS,3528.0,3471.0,303665.36
2026-01-07,2026.0,1.0,7.0,LOJA FÍSICA,357686.0,291916.0,31221477.02
2025-04-28,2025.0,4.0,28.0,LOJA FÍSICA,301788.0,249223.0,23273191.42
2025-11-13,2025.0,11.0,13.0,LOJA FÍSICA,321686.0,270410.0,26164893.330000002
2025-12-11,2025.0,12.0,11.0,LOJA FÍSICA,346588.0,285661.0,28282810.359999996
2025-04-25,2025.0,4.0,25.0,LOJA FÍSICA,312844.0,254023.0,23672605.75
2026-02-15,2026.0,2.0,15.0,LOJA FÍSICA,259128.0,198139.0,17002937.51
2025-09-20,2025.0,9.0,20.0,LOJA FÍSICA,292300.0,236149.0,20627612.54
2025-11-06,2025.0,11.0,6.0,TELEVENDAS,4807.0,4528.0,1261881.49
2026-04-18,2026.0,4.0,18.0,APP,5677.0,5448.0,790395.53
2025-05-31,2025.0,5.0,31.0,LOJA FÍSICA,337865.0,261004.0,25749860.29
2025-04-27,2025.0,4.0,27.0,LOJA FÍSICA,228032.0,175784.0,15011669.43
2026-02-22,2026.0,2.0,22.0,LOJA FÍSICA,262400.0,205931.0,17300964.42
2025-10-16,2025.0,10.0,16.0,APP,4124.0,3926.0,760333.64
2025-04-14,2025.0,4.0,14.0,SITE,2036.0,1959.0,268366.76999999996
2025-11-10,2025.0,11.0,10.0,APP,5359.0,5064.0,986446.4299999999
2026-02-06,2026.0,2.0,6.0,TELEVENDAS,4236.0,4047.0,803046.0
2025-10-09,2025.0,10.0,9.0,OUTROS,3770.0,3735.0,295391.22
2025-12-06,2025.0,12.0,6.0,APP,4621.0,4447.0,811397.58
2025-10-03,2025.0,10.0,3.0,OUTROS,3783.0,3721.0,309122.97000000003
2026-03-30,2026.0,3.0,30.0,OUTROS,5012.0,4936.0,436110.78
2025-08-05,2025.0,8.0,5.0,OUTROS,1834.0,1806.0,154908.94999999998
2025-04-16,2025.0,4.0,16.0,TELEVENDAS,3815.0,3626.0,622977.79
2025-09-07,2025.0,9.0,7.0,APP,3393.0,3268.0,415037.0
2025-03-30,2025.0,3.0,30.0,OUTROS,3183.0,3120.0,253483.69
2025-02-03,2025.0,2.0,3.0,SITE,1914.0,1850.0,254664.06000000003
2025-05-30,2025.0,5.0,30.0,APP,3696.0,3554.0,503648.14
2025-06-11,2025.0,6.0,11.0,TELEVENDAS,4293.0,4104.0,654664.44
2026-03-07,2026.0,3.0,7.0,SITE,2110.0,2036.0,349740.06000000006
2026-01-05,2026.0,1.0,5.0,APP,5098.0,4878.0,709600.4600000001
2025-08-24,2025.0,8.0,24.0,SITE,1325.0,1287.0,154296.95
2025-02-14,2025.0,2.0,14.0,TELEVENDAS,3671.0,3502.0,589770.7
2025-09-17,2025.0,9.0,17.0,APP,4681.0,4460.0,606013.55
2025-10-19,2025.0,10.0,19.0,OUTROS,4238.0,4178.0,314288.36999999994
2025-11-04,2025.0,11.0,4.0,TELEVENDAS,4054.0,3883.0,746490.45
2025-12-21,2025.0,12.0,21.0,OUTROS,4190.0,4130.0,326962.02
2025-10-10,2025.0,10.0,10.0,OUTROS,3792.0,3740.0,295378.29
2025-12-26,2025.0,12.0,26.0,OUTROS,4016.0,3946.0,317001.75
2026-03-06,2026.0,3.0,6.0,APP,7007.0,6716.0,1123276.3699999999
2025-07-08,2025.0,7.0,8.0,TELEVENDAS,4442.0,4204.0,730809.1300000001
2026-04-04,2026.0,4.0,4.0,OUTROS,4313.0,4243.0,324305.06999999995
2025-11-14,2025.0,11.0,14.0,SITE,2271.0,2170.0,387677.7100000001
2025-12-09,2025.0,12.0,9.0,TELEVENDAS,4122.0,3934.0,752134.9699999999
2025-05-08,2025.0,5.0,8.0,APP,3587.0,3445.0,464663.3
2025-08-11,2025.0,8.0,11.0,SITE,2206.0,2147.0,407609.72000000003
2025-09-07,2025.0,9.0,7.0,OUTROS,4190.0,4130.0,313744.57999999996
2025-10-11,2025.0,10.0,11.0,OUTROS,3743.0,3688.0,286228.39999999997
2025-04-10,2025.0,4.0,10.0,OUTROS,2847.0,2803.0,235395.04000000004
2026-02-12,2026.0,2.0,12.0,APP,5654.0,5419.0,1045383.1600000001
2025-11-28,2025.0,11.0,28.0,TELEVENDAS,4838.0,4483.0,859794.6200000001
2025-06-28,2025.0,6.0,28.0,OUTROS,3706.0,3671.0,297412.06000000006
2025-10-31,2025.0,10.0,31.0,TELEVENDAS,3867.0,3701.0,649666.97
2025-11-07,2025.0,11.0,7.0,SITE,3431.0,3250.0,917400.0799999998
2026-03-18,2026.0,3.0,18.0,TELEVENDAS,4178.0,3985.0,702287.9
2025-07-27,2025.0,7.0,27.0,APP,3030.0,2906.0,367978.29000000004
2025-12-01,2025.0,12.0,1.0,OUTROS,4356.0,4284.0,357042.85
2025-07-31,2025.0,7.0,31.0,TELEVENDAS,4287.0,4074.0,732592.1499999999
2025-04-08,2025.0,4.0,8.0,APP,3350.0,3226.0,433242.77999999997
2025-01-17,2025.0,1.0,17.0,APP,2863.0,2752.0,350830.26999999996
2026-04-12,2026.0,4.0,12.0,APP,4987.0,4805.0,676986.63
2025-04-15,2025.0,4.0,15.0,OUTROS,2997.0,2946.0,263844.32
2025-12-19,2025.0,12.0,19.0,SITE,1736.0,1669.0,426199.42
2026-04-07,2026.0,4.0,7.0,APP,6406.0,6129.0,1006405.25
2025-01-14,2025.0,1.0,14.0,OUTROS,2372.0,2335.0,203376.55
2025-08-27,2025.0,8.0,27.0,TELEVENDAS,4137.0,3931.0,711807.03
2025-07-16,2025.0,7.0,16.0,APP,4200.0,4055.0,606120.6799999999
2025-11-05,2025.0,11.0,5.0,APP,6106.0,5676.0,1142749.52
2025-05-05,2025.0,5.0,5.0,TELEVENDAS,4238.0,4025.0,671203.75
2025-12-03,2025.0,12.0,3.0,APP,4100.0,3950.0,945370.17
2025-11-11,2025.0,11.0,11.0,OUTROS,3426.0,3381.0,281768.49
2025-03-19,2025.0,3.0,19.0,APP,3147.0,3017.0,363761.25000000006
2025-06-27,2025.0,6.0,27.0,SITE,1956.0,1924.0,277982.45
2025-01-03,2025.0,1.0,3.0,OUTROS,2807.0,2762.0,230210.34999999998
2025-08-26,2025.0,8.0,26.0,SITE,2146.0,2078.0,412935.00000000006
2025-01-09,2025.0,1.0,9.0,TELEVENDAS,3980.0,3773.0,665687.2
2026-03-10,2026.0,3.0,10.0,TELEVENDAS,4094.0,3904.0,694939.6499999999
2025-08-12,2025.0,8.0,12.0,APP,4030.0,3889.0,582561.0
2026-04-05,2026.0,4.0,5.0,APP,4072.0,3897.0,457670.70999999996
2025-08-26,2025.0,8.0,26.0,OUTROS,2501.0,2474.0,193224.74
2025-07-24,2025.0,7.0,24.0,SITE,1794.0,1756.0,279666.96
2025-02-27,2025.0,2.0,27.0,TELEVENDAS,3958.0,3740.0,625940.5700000001
2025-12-20,2025.0,12.0,20.0,SITE,1281.0,1228.0,235854.19000000003
2025-01-29,2025.0,1.0,29.0,APP,2682.0,2559.0,312611.18000000005
2026-02-08,2026.0,2.0,8.0,TELEVENDAS,2213.0,2104.0,268888.68
2026-04-07,2026.0,4.0,7.0,TELEVENDAS,4629.0,4445.0,802075.02
2025-01-20,2025.0,1.0,20.0,SITE,2067.0,2018.0,270547.52
2025-11-04,2025.0,11.0,4.0,SITE,2570.0,2463.0,525686.84
2025-05-15,2025.0,5.0,15.0,SITE,1859.0,1817.0,321301.75000000006
2026-03-01,2026.0,3.0,1.0,TELEVENDAS,2216.0,2091.0,244552.36000000002
2025-10-17,2025.0,10.0,17.0,SITE,2162.0,2084.0,458851.5
2026-02-14,2026.0,2.0,14.0,LOJA FÍSICA,350163.0,283084.0,25801367.12
2025-11-07,2025.0,11.0,7.0,APP,6722.0,6344.0,1424298.9700000002
2025-11-27,2025.0,11.0,27.0,LOJA FÍSICA,326634.0,273068.0,25997551.44
2026-03-15,2026.0,3.0,15.0,LOJA FÍSICA,276812.0,219005.0,18488841.44
2025-09-11,2025.0,9.0,11.0,LOJA FÍSICA,320370.0,270540.0,25143418.99
2026-03-23,2026.0,3.0,23.0,TELEVENDAS,3964.0,3790.0,648803.53
2025-10-20,2025.0,10.0,20.0,TELEVENDAS,3776.0,3639.0,607124.5499999999
2025-08-07,2025.0,8.0,7.0,APP,4251.0,4084.0,678417.91
2025-04-25,2025.0,4.0,25.0,APP,3372.0,3255.0,392420.77
2025-05-17,2025.0,5.0,17.0,APP,3281.0,3119.0,409922.94
2025-04-07,2025.0,4.0,7.0,SITE,1832.0,1788.0,261827.72999999998
2026-02-26,2026.0,2.0,26.0,SITE,2758.0,2667.0,565373.27
2025-04-11,2025.0,4.0,11.0,TELEVENDAS,3742.0,3551.0,558112.97
2025-12-08,2025.0,12.0,8.0,TELEVENDAS,4048.0,3907.0,668204.7300000001
2025-02-10,2025.0,2.0,10.0,OUTROS,2860.0,2793.0,242050.64999999997
2026-04-17,2026.0,4.0,17.0,OUTROS,5676.0,5594.0,454020.51999999996
2025-06-01,2025.0,6.0,1.0,TELEVENDAS,2566.0,2478.0,296060.52999999997
2025-01-24,2025.0,1.0,24.0,TELEVENDAS,3643.0,3447.0,659265.5599999999
2025-10-30,2025.0,10.0,30.0,TELEVENDAS,3694.0,3546.0,593704.23
2025-04-21,2025.0,4.0,21.0,OUTROS,3447.0,3388.0,285903.08999999997
2025-08-08,2025.0,8.0,8.0,TELEVENDAS,4343.0,4155.0,698242.5
2025-04-07,2025.0,4.0,7.0,TELEVENDAS,4185.0,4017.0,622750.4099999999
2026-02-24,2026.0,2.0,24.0,SITE,2527.0,2468.0,458982.04
2025-02-01,2025.0,2.0,1.0,TELEVENDAS,3236.0,3086.0,507845.58999999997
2025-09-03,2025.0,9.0,3.0,OUTROS,3286.0,3242.0,263972.68
2025-10-06,2025.0,10.0,6.0,OUTROS,4185.0,4123.0,342082.04
2026-05-06,2026.0,5.0,6.0,LOJA FÍSICA,8532.0,5907.0,417242.33999999997
2026-04-08,2026.0,4.0,8.0,SITE,2692.0,2608.0,505644.43000000005
2025-01-18,2025.0,1.0,18.0,SITE,1758.0,1718.0,210059.71999999997
2026-04-24,2026.0,4.0,24.0,SITE,2241.0,2186.0,415668.77
2025-05-13,2025.0,5.0,13.0,TELEVENDAS,4115.0,3937.0,671613.5
2025-07-12,2025.0,7.0,12.0,OUTROS,3607.0,3560.0,287886.99
2025-03-28,2025.0,3.0,28.0,TELEVENDAS,4023.0,3783.0,752516.4500000001
2025-05-17,2025.0,5.0,17.0,OUTROS,1338.0,1316.0,109806.66
2025-05-02,2025.0,5.0,2.0,TELEVENDAS,3952.0,3753.0,658724.8500000001
2025-04-18,2025.0,4.0,18.0,APP,2933.0,2783.0,335959.47000000003
2026-04-27,2026.0,4.0,27.0,APP,5397.0,5205.0,834779.0
2026-01-14,2026.0,1.0,14.0,TELEVENDAS,3659.0,3484.0,630328.52
2025-05-10,2025.0,5.0,10.0,APP,3417.0,3260.0,523313.56
2025-05-10,2025.0,5.0,10.0,TELEVENDAS,3683.0,3515.0,576582.77
2025-08-13,2025.0,8.0,13.0,SITE,1875.0,1841.0,322571.24
2025-01-31,2025.0,1.0,31.0,SITE,1788.0,1747.0,223756.91
2025-02-25,2025.0,2.0,25.0,SITE,1982.0,1923.0,385953.2299999999
2025-08-09,2025.0,8.0,9.0,APP,3968.0,3809.0,560006.08
2025-09-10,2025.0,9.0,10.0,OUTROS,3269.0,3245.0,259006.21000000002
2026-04-05,2026.0,4.0,5.0,OUTROS,4539.0,4454.0,320028.26
2025-01-04,2025.0,1.0,4.0,TELEVENDAS,3250.0,3085.0,458251.94
2025-12-21,2025.0,12.0,21.0,APP,3401.0,3274.0,469398.4900000001
2026-01-19,2026.0,1.0,19.0,OUTROS,4043.0,3983.0,327278.67
2025-11-21,2025.0,11.0,21.0,APP,5072.0,4796.0,805191.52
2025-03-02,2025.0,3.0,2.0,TELEVENDAS,2219.0,2109.0,230316.22999999998
2026-03-31,2026.0,3.0,31.0,OUTROS,4949.0,4856.0,434501.26000000007
2025-05-20,2025.0,5.0,20.0,TELEVENDAS,4121.0,3932.0,649269.0099999999
2025-05-16,2025.0,5.0,16.0,APP,2957.0,2845.0,388715.76
2026-01-02,2026.0,1.0,2.0,APP,4696.0,4513.0,781422.0599999999
2026-03-08,2026.0,3.0,8.0,TELEVENDAS,2501.0,2355.0,272975.47
2025-10-09,2025.0,10.0,9.0,APP,4190.0,3998.0,714565.91
2025-03-05,2025.0,3.0,5.0,TELEVENDAS,4169.0,3957.0,645592.9400000001
2025-04-04,2025.0,4.0,4.0,TELEVENDAS,4178.0,3909.0,661164.07
2025-03-15,2025.0,3.0,15.0,APP,3383.0,3179.0,366463.88
2025-03-26,2025.0,3.0,26.0,SITE,2337.0,2259.0,341453.16000000003
2025-01-21,2025.0,1.0,21.0,APP,2825.0,2719.0,319588.18999999994
2025-08-30,2025.0,8.0,30.0,APP,3860.0,3704.0,556287.26
2025-07-01,2025.0,7.0,1.0,APP,4124.0,3970.0,517747.99000000005
2025-03-23,2025.0,3.0,23.0,APP,2429.0,2317.0,265433.63
2025-08-03,2025.0,8.0,3.0,OUTROS,2104.0,2073.0,163772.8
2025-10-23,2025.0,10.0,23.0,OUTROS,3780.0,3727.0,304577.14
2025-06-09,2025.0,6.0,9.0,OUTROS,3366.0,3318.0,264242.26999999996
2026-04-19,2026.0,4.0,19.0,OUTROS,5813.0,5738.0,442443.4000000001
2026-04-03,2026.0,4.0,3.0,TELEVENDAS,2587.0,2437.0,301182.56
2025-12-30,2025.0,12.0,30.0,SITE,2961.0,2876.0,576201.2999999999
2025-03-25,2025.0,3.0,25.0,TELEVENDAS,3699.0,3552.0,599128.24
2025-09-08,2025.0,9.0,8.0,APP,4057.0,3856.0,502759.4600000001
2025-05-07,2025.0,5.0,7.0,SITE,2294.0,2223.0,324875.42000000004
2026-03-20,2026.0,3.0,20.0,APP,5288.0,5065.0,895207.6900000001
2025-11-29,2025.0,11.0,29.0,OUTROS,4943.0,4848.0,403506.39999999997
2025-05-26,2025.0,5.0,26.0,OUTROS,3418.0,3366.0,285380.09
2025-10-24,2025.0,10.0,24.0,SITE,2105.0,2033.0,407610.15
2026-03-27,2026.0,3.0,27.0,OUTROS,5228.0,5142.0,451736.10000000003
2025-10-19,2025.0,10.0,19.0,SITE,1197.0,1179.0,198377.62
2025-01-14,2025.0,1.0,14.0,APP,2476.0,2392.0,279337.83999999997
2025-03-13,2025.0,3.0,13.0,OUTROS,2739.0,2687.0,218489.45000000004
2026-01-16,2026.0,1.0,16.0,SITE,2375.0,2305.0,449851.30000000005
2026-03-27,2026.0,3.0,27.0,SITE,1936.0,1883.0,458945.81999999995
2025-11-17,2025.0,11.0,17.0,OUTROS,3614.0,3538.0,293844.25999999995
2025-11-08,2025.0,11.0,8.0,SITE,2074.0,1988.0,457310.55000000005
2025-06-07,2025.0,6.0,7.0,SITE,2027.0,1970.0,296658.43
2025-12-26,2025.0,12.0,26.0,SITE,2780.0,2691.0,562276.89
2026-04-01,2026.0,4.0,1.0,SITE,2423.0,2340.0,434849.41
2025-11-02,2025.0,11.0,2.0,APP,2957.0,2824.0,373183.38999999996
2025-01-07,2025.0,1.0,7.0,SITE,2019.0,1973.0,250799.27
2025-12-30,2025.0,12.0,30.0,APP,5605.0,5355.0,947334.0299999999
2026-03-01,2026.0,3.0,1.0,APP,3811.0,3675.0,535320.3
2025-07-03,2025.0,7.0,3.0,TELEVENDAS,4463.0,4282.0,717920.38
2025-08-03,2025.0,8.0,3.0,TELEVENDAS,2861.0,2728.0,315200.2
2026-03-21,2026.0,3.0,21.0,TELEVENDAS,3271.0,3138.0,460130.29
2025-11-27,2025.0,11.0,27.0,OUTROS,1477.0,1457.0,110834.98
2025-05-04,2025.0,5.0,4.0,OUTROS,3099.0,3047.0,237298.05000000002
2025-01-13,2025.0,1.0,13.0,OUTROS,2255.0,2232.0,185945.35
2025-06-30,2025.0,6.0,30.0,TELEVENDAS,4572.0,4353.0,729178.85
2025-09-06,2025.0,9.0,6.0,TELEVENDAS,3852.0,3705.0,573308.59
2025-01-03,2025.0,1.0,3.0,SITE,1489.0,1448.0,181176.46
2025-12-16,2025.0,12.0,16.0,APP,3881.0,3745.0,732114.6
2025-10-29,2025.0,10.0,29.0,SITE,1939.0,1878.0,335906.16
2025-04-02,2025.0,4.0,2.0,SITE,1843.0,1765.0,267508.42
2025-05-14,2025.0,5.0,14.0,TELEVENDAS,4169.0,3969.0,692348.21
2025-08-25,2025.0,8.0,25.0,SITE,2204.0,2144.0,391605.27999999997
2025-03-19,2025.0,3.0,19.0,OUTROS,2382.0,2353.0,186123.28000000003
2025-02-27,2025.0,2.0,27.0,OUTROS,3198.0,3143.0,274483.35
2025-05-25,2025.0,5.0,25.0,OUTROS,3681.0,3630.0,292491.73
2025-03-17,2025.0,3.0,17.0,SITE,1739.0,1698.0,234223.21999999997
2025-03-01,2025.0,3.0,1.0,SITE,1361.0,1327.0,163781.41
2025-02-09,2025.0,2.0,9.0,APP,2344.0,2224.0,227329.11999999997
2025-02-13,2025.0,2.0,13.0,APP,2471.0,2383.0,255645.44
2025-03-19,2025.0,3.0,19.0,SITE,1635.0,1598.0,218338.68
2025-03-13,2025.0,3.0,13.0,SITE,1834.0,1778.0,228600.55000000002
2025-03-10,2025.0,3.0,10.0,SITE,2119.0,2058.0,243050.73
2026-02-25,2026.0,2.0,25.0,SITE,2913.0,2814.0,586440.57
2026-03-19,2026.0,3.0,19.0,SITE,1908.0,1864.0,360492.33
2026-01-11,2026.0,1.0,11.0,SITE,1645.0,1597.0,261400.71000000002
2026-01-17,2026.0,1.0,17.0,APP,4371.0,4198.0,587181.21
2025-05-06,2025.0,5.0,6.0,SITE,2082.0,2034.0,275421.96
2025-10-06,2025.0,10.0,6.0,TELEVENDAS,4196.0,4066.0,775798.11
2025-02-03,2025.0,2.0,3.0,APP,2914.0,2778.0,330590.1699999999
2026-04-16,2026.0,4.0,16.0,SITE,2487.0,2440.0,479085.0
2026-03-19,2026.0,3.0,19.0,OUTROS,4927.0,4853.0,414647.50000000006
2025-07-28,2025.0,7.0,28.0,TELEVENDAS,4499.0,4347.0,690564.55
2025-04-13,2025.0,4.0,13.0,APP,2900.0,2772.0,330587.23000000004
2026-01-28,2026.0,1.0,28.0,OUTROS,3843.0,3805.0,310354.02999999997
2025-08-07,2025.0,8.0,7.0,SITE,2276.0,2210.0,413870.41
2025-02-07,2025.0,2.0,7.0,TELEVENDAS,4197.0,3962.0,744941.93
2025-02-06,2025.0,2.0,6.0,APP,3369.0,3260.0,398223.27
2026-04-25,2026.0,4.0,25.0,TELEVENDAS,3213.0,3042.0,449721.74
2025-09-21,2025.0,9.0,21.0,OUTROS,3746.0,3685.0,281230.63
2025-02-03,2025.0,2.0,3.0,OUTROS,2744.0,2705.0,237012.62
2026-01-22,2026.0,1.0,22.0,TELEVENDAS,3418.0,3260.0,524750.56
2025-07-26,2025.0,7.0,26.0,APP,3439.0,3315.0,484872.57
2026-01-26,2026.0,1.0,26.0,OUTROS,3816.0,3767.0,289124.88
2025-07-09,2025.0,7.0,9.0,SITE,2206.0,2152.0,428242.88
2026-03-16,2026.0,3.0,16.0,SITE,2132.0,2067.0,439021.31
2025-03-23,2025.0,3.0,23.0,SITE,1172.0,1147.0,143423.68
2026-04-17,2026.0,4.0,17.0,SITE,2202.0,2141.0,423396.16000000003
2025-05-18,2025.0,5.0,18.0,SITE,1229.0,1207.0,181289.62
2025-06-15,2025.0,6.0,15.0,SITE,1599.0,1554.0,261027.03000000003
2025-05-14,2025.0,5.0,14.0,LOJA FÍSICA,319505.0,262953.0,25797509.89
2025-05-29,2025.0,5.0,29.0,LOJA FÍSICA,279309.0,227727.0,22243243.86
2025-06-29,2025.0,6.0,29.0,LOJA FÍSICA,234482.0,185796.0,15984808.549999999
2025-08-16,2025.0,8.0,16.0,LOJA FÍSICA,333912.0,277722.0,24510340.56
2025-03-06,2025.0,3.0,6.0,LOJA FÍSICA,357597.0,297517.0,29735879.82
2026-04-11,2026.0,4.0,11.0,LOJA FÍSICA,357333.0,284186.0,26843886.22
2025-02-08,2025.0,2.0,8.0,LOJA FÍSICA,347669.0,278496.0,25431394.509999998
2025-04-05,2025.0,4.0,5.0,LOJA FÍSICA,365258.0,296722.0,27105056.509999998
2025-09-17,2025.0,9.0,17.0,LOJA FÍSICA,329963.0,279339.0,25331923.820000004
2025-03-30,2025.0,3.0,30.0,LOJA FÍSICA,250142.0,191273.0,17540654.229999997
2025-07-15,2025.0,7.0,15.0,LOJA FÍSICA,321516.0,270063.0,25646614.049999997
2025-02-25,2025.0,2.0,25.0,LOJA FÍSICA,285993.0,229294.0,21657227.229999997
2025-01-29,2025.0,1.0,29.0,LOJA FÍSICA,285788.0,226417.0,21681540.47
2025-03-03,2025.0,3.0,3.0,LOJA FÍSICA,286783.0,224872.0,20765769.669999998
2025-08-31,2025.0,8.0,31.0,LOJA FÍSICA,256705.0,207580.0,17608020.4
